galaxy_ID,Mb,Md,Mh_r90,Mh_2r90,Mh_3r90,M_HI,M_HII,Mtot_r90,Mtot_2r90,Mtot_3r90,NSA_Mstar,Mtot_(star_HI_Hii),M_h1,M_h2
10494-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,359375000000.0,nan,nan,nan
10494-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66036000000.0,nan,nan,nan
10494-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,130938000000.0,nan,nan,nan
10494-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19667300000.0,nan,nan,nan
10494-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1795270000.0,nan,nan,nan
10494-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16911600000.0,nan,nan,nan
10494-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13700700000.0,nan,nan,nan
10494-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2115130000.0,nan,nan,nan
10494-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20730100000.0,nan,nan,nan
10494-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2927640000.0,nan,nan,nan
10494-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24567400000.0,nan,nan,nan
10494-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102523000000.0,nan,nan,nan
10494-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101143000000.0,nan,nan,nan
10494-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42683300000.0,nan,nan,nan
10494-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11888000000.0,nan,nan,nan
10494-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11024400000.0,nan,nan,nan
10495-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,82117200000.0,nan,nan,nan
10495-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,62525100000.0,nan,nan,nan
10495-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,87896600000.0,nan,nan,nan
10495-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20756700000.0,nan,nan,nan
10495-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12494300000.0,nan,nan,nan
10495-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17723700000.0,nan,nan,nan
10495-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28211000000.0,nan,nan,nan
10495-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23618000000.0,nan,nan,nan
10495-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11222600000.0,nan,nan,nan
10495-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25953500000.0,nan,nan,nan
10495-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,156038000000.0,nan,nan,nan
10495-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63827200000.0,nan,nan,nan
10495-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20142400000.0,nan,nan,nan
10495-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20991300000.0,nan,nan,nan
10495-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30795100000.0,nan,nan,nan
10495-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22824700000.0,nan,nan,nan
10495-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97855300000.0,nan,nan,nan
10496-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28495100000.0,nan,nan,nan
10496-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,89399700000.0,nan,nan,nan
10496-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,582198000.0,nan,nan,nan
10496-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13932400000.0,nan,nan,nan
10496-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9650620000.0,nan,nan,nan
10496-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32386200000.0,nan,nan,nan
10496-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31452800000.0,nan,nan,nan
10496-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,172111000000.0,nan,nan,nan
10496-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10061800000.0,nan,nan,nan
10496-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29997300000.0,nan,nan,nan
10496-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24313500000.0,nan,nan,nan
10496-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4833470000.0,nan,nan,nan
10496-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3178250000.0,nan,nan,nan
10496-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2078520000.0,nan,nan,nan
10496-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,194024000000.0,nan,nan,nan
10496-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,118490000000.0,nan,nan,nan
10496-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3270410000.0,nan,nan,nan
10497-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,465352000.0,nan,nan,nan
10497-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113570000000.0,nan,nan,nan
10497-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6090080000.0,nan,nan,nan
10497-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150860000000.0,nan,nan,nan
10497-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3284930000.0,nan,nan,nan
10497-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3166710000.0,nan,nan,nan
10497-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10789400000.0,nan,nan,nan
10497-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1491500000.0,nan,nan,nan
10497-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39797300000.0,nan,nan,nan
10497-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1232600000.0,nan,nan,nan
10497-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2489210000.0,nan,nan,nan
10497-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27136000000.0,nan,nan,nan
10497-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150025000000.0,nan,nan,nan
10497-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1100280000.0,nan,nan,nan
10497-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5822950000.0,nan,nan,nan
10497-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160601000000.0,nan,nan,nan
10497-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51201600000.0,nan,nan,nan
10498-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,979032000.0,nan,nan,nan
10498-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1982950000.0,nan,nan,nan
10498-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,89547400000.0,nan,nan,nan
10498-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3945790000.0,nan,nan,nan
10498-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7398300000.0,nan,nan,nan
10498-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
10498-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75915600000.0,nan,nan,nan
10498-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27224500000.0,nan,nan,nan
10498-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97918500000.0,nan,nan,nan
10498-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30130300000.0,nan,nan,nan
10498-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4743460000.0,nan,nan,nan
10498-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39259500000.0,nan,nan,nan
10498-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,122309000000.0,nan,nan,nan
10498-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,130201000000.0,nan,nan,nan
10498-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18492300000.0,nan,nan,nan
10498-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54629100000.0,nan,nan,nan
10498-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162396000000.0,nan,nan,nan
10499-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3162790000.0,nan,nan,nan
10499-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,131794000000.0,nan,nan,nan
10499-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,252040000000.0,nan,nan,nan
10499-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51896800000.0,nan,nan,nan
10499-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5933220000.0,nan,nan,nan
10499-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,178135000.0,nan,nan,nan
10499-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9750660000.0,nan,nan,nan
10499-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55372200000.0,nan,nan,nan
10499-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12109100000.0,nan,nan,nan
10499-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10486800000.0,nan,nan,nan
10499-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8356860000.0,nan,nan,nan
10499-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,73708300000.0,nan,nan,nan
10499-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19267300000.0,nan,nan,nan
10499-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1458770000.0,nan,nan,nan
10499-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129041000000.0,nan,nan,nan
10499-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,145646000000.0,nan,nan,nan
10499-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63799200000.0,nan,nan,nan
10500-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97979700000.0,nan,nan,nan
10500-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18834100000.0,nan,nan,nan
10500-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12927100000.0,nan,nan,nan
10500-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18831300000.0,nan,nan,nan
10500-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77153300000.0,nan,nan,nan
10500-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40363300000.0,nan,nan,nan
10500-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5253120000.0,nan,nan,nan
10500-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,123259000000.0,nan,nan,nan
10500-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16828300000.0,nan,nan,nan
10500-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8555600000.0,nan,nan,nan
10500-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,93570100000.0,nan,nan,nan
10500-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9286800000.0,nan,nan,nan
10500-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3435970000.0,nan,nan,nan
10500-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35373200000.0,nan,nan,nan
10500-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65974200000.0,nan,nan,nan
10500-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77529800000.0,nan,nan,nan
10500-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,80783400000.0,nan,nan,nan
10501-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22094000000.0,nan,nan,nan
10501-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7342090000.0,nan,nan,nan
10501-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3789820000.0,nan,nan,nan
10501-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10591500000.0,nan,nan,nan
10501-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1469360000.0,nan,nan,nan
10501-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3194370000.0,nan,nan,nan
10501-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14379000000.0,nan,nan,nan
10501-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53291500000.0,nan,nan,nan
10501-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41464000000.0,nan,nan,nan
10501-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6384020000.0,nan,nan,nan
10501-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37309600000.0,nan,nan,nan
10501-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6923520000.0,nan,nan,nan
10501-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8363900000.0,nan,nan,nan
10501-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21610600000.0,nan,nan,nan
10501-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61123600000.0,nan,nan,nan
10501-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120948000000.0,nan,nan,nan
10501-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67689000000.0,nan,nan,nan
10502-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9040270000.0,nan,nan,nan
10502-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,142371000000.0,nan,nan,nan
10502-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16549200000.0,nan,nan,nan
10502-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12337100000.0,nan,nan,nan
10502-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16734700000.0,nan,nan,nan
10502-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4768260000.0,nan,nan,nan
10502-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1692690000.0,nan,nan,nan
10502-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17906000000.0,nan,nan,nan
10502-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19504600000.0,nan,nan,nan
10502-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20546300000.0,nan,nan,nan
10502-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20739500000.0,nan,nan,nan
10502-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56251900000.0,nan,nan,nan
10502-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75233700000.0,nan,nan,nan
10502-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5067740000.0,nan,nan,nan
10502-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2400780000.0,nan,nan,nan
10502-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14550500000.0,nan,nan,nan
10502-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,92910200000.0,nan,nan,nan
10503-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2044220000.0,nan,nan,nan
10503-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11544900000.0,nan,nan,nan
10503-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27346600000.0,nan,nan,nan
10503-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10638600000.0,nan,nan,nan
10503-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,109760000000.0,nan,nan,nan
10503-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8611170000.0,nan,nan,nan
10503-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8831970000.0,nan,nan,nan
10503-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4932650000.0,nan,nan,nan
10503-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4420790000.0,nan,nan,nan
10503-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1387810000.0,nan,nan,nan
10503-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14134500000.0,nan,nan,nan
10503-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20304600000.0,nan,nan,nan
10503-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3250770000.0,nan,nan,nan
10503-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2331920000.0,nan,nan,nan
10503-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2511300000.0,nan,nan,nan
10503-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,128956000000.0,nan,nan,nan
10503-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5643670000.0,nan,nan,nan
10504-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3552650000.0,nan,nan,nan
10504-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6790960000.0,nan,nan,nan
10504-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,896065000.0,nan,nan,nan
10504-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5443170000.0,nan,nan,nan
10504-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1492200000.0,nan,nan,nan
10504-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3380860000.0,nan,nan,nan
10504-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9136140000.0,nan,nan,nan
10504-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1328430000.0,nan,nan,nan
10504-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6352820000.0,nan,nan,nan
10504-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10914500000.0,nan,nan,nan
10504-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8774920000.0,nan,nan,nan
10504-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,970304000.0,nan,nan,nan
10504-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2834200000.0,nan,nan,nan
10504-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3986630000.0,nan,nan,nan
10504-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44164700000.0,nan,nan,nan
10504-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5925070000.0,nan,nan,nan
10504-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7357720000.0,nan,nan,nan
10505-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14822000000.0,nan,nan,nan
10505-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5302880000.0,nan,nan,nan
10505-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3647140000.0,nan,nan,nan
10505-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12819200000.0,nan,nan,nan
10505-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10356900000.0,nan,nan,nan
10505-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12490700000.0,nan,nan,nan
10505-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2323330000.0,nan,nan,nan
10505-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34679200000.0,nan,nan,nan
10505-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1751910000.0,nan,nan,nan
10505-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1785360000.0,nan,nan,nan
10505-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,906510000.0,nan,nan,nan
10505-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5255200000.0,nan,nan,nan
10505-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107566000000.0,nan,nan,nan
10505-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10117900000.0,nan,nan,nan
10505-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,508838000.0,nan,nan,nan
10505-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3984810000.0,nan,nan,nan
10505-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1567840000.0,nan,nan,nan
10506-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2088100000.0,nan,nan,nan
10506-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7423640000.0,nan,nan,nan
10506-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2426610000.0,nan,nan,nan
10506-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,486317000.0,nan,nan,nan
10506-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1020570000.0,nan,nan,nan
10506-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4903950000.0,nan,nan,nan
10506-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2130780000.0,nan,nan,nan
10506-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8706400000.0,nan,nan,nan
10506-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11663400000.0,nan,nan,nan
10506-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1686290000.0,nan,nan,nan
10506-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,972298000.0,nan,nan,nan
10506-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10109100000.0,nan,nan,nan
10506-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2268300000.0,nan,nan,nan
10506-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6592590000.0,nan,nan,nan
10506-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3396440000.0,nan,nan,nan
10506-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9026940000.0,nan,nan,nan
10506-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8369020000.0,nan,nan,nan
10507-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103021000000.0,nan,nan,nan
10507-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1248630000.0,nan,nan,nan
10507-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13728800000.0,nan,nan,nan
10507-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21943900000.0,nan,nan,nan
10507-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20695800000.0,nan,nan,nan
10507-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2818970000.0,nan,nan,nan
10507-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-9999.0,nan,nan,nan
10507-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8467100000.0,nan,nan,nan
10507-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3634500000.0,nan,nan,nan
10507-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11728000000.0,nan,nan,nan
10507-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1839600000.0,nan,nan,nan
10507-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43931900000.0,nan,nan,nan
10507-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3790570000.0,nan,nan,nan
10507-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24551600000.0,nan,nan,nan
10507-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,59904200000.0,nan,nan,nan
10507-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3192140000.0,nan,nan,nan
10507-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33407100000.0,nan,nan,nan
10508-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20535600000.0,nan,nan,nan
10508-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15424000000.0,nan,nan,nan
10508-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42878200000.0,nan,nan,nan
10508-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,778679000.0,nan,nan,nan
10508-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26570800000.0,nan,nan,nan
10508-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,675236000.0,nan,nan,nan
10508-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44535500000.0,nan,nan,nan
10508-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,68461800000.0,nan,nan,nan
10508-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50366100000.0,nan,nan,nan
10508-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61209100000.0,nan,nan,nan
10508-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120298000000.0,nan,nan,nan
10508-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115008000000.0,nan,nan,nan
10508-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57968700000.0,nan,nan,nan
10508-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20551600000.0,nan,nan,nan
10508-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,118703000000.0,nan,nan,nan
10508-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115497000000.0,nan,nan,nan
10509-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4217210000.0,nan,nan,nan
10509-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35455600000.0,nan,nan,nan
10509-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22584500000.0,nan,nan,nan
10509-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,179200000000.0,nan,nan,nan
10509-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23380200000.0,nan,nan,nan
10509-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5309710000.0,nan,nan,nan
10509-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,863418000.0,nan,nan,nan
10509-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1763310000.0,nan,nan,nan
10509-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16254000000.0,nan,nan,nan
10509-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1963450000.0,nan,nan,nan
10509-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18898700000.0,nan,nan,nan
10509-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9920590000.0,nan,nan,nan
10509-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2680180000.0,nan,nan,nan
10509-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2537280000.0,nan,nan,nan
